"year","source","paper_id","discipline","title_data","type","author1_data"
"            2013","          ARMA ","          2013-331 ","drilling","An Improved And Optimized Positioning Method Of Microseismic Source In Mining","          Conference Paper","Zhu, Quanjie, University of Science and Technology Beijing"
"            1997","          OTC ","          8553-MS ","production","Multiphase Flow Metering: Current Status and Future Developments","          Conference Paper","Hall, A.R.W., National Engineering Laboratory"
"            2006","          SPE ","          104327-RU ","reservoir","An Applied Mathematics Method of Formalizing the Comprehensive Approach to the Evaluation of Reservoir and Well Completion Characteristics (Russian)","          Conference Paper","Spivak, S.I., Bashkir State U."
"            2011","          OMC ","          2011-050 ","drilling","Field Evaluation Of A Hydrate Inhibition Monitoring System","          Conference Paper","Bonyad, H., National Iranian Gas Company"
"            2007","          SPE ","          107562-MS ","production","Managing Risk and Uncertainty in the Visualization of Production Scenarios","          Conference Paper","Saputelli, Luigi Alfonso, Halliburton Co."
"            2010","          SPE ","          127245-MS ","other","Survey of a Cohort of Patients Evacuated from Indonesia in the Course of a Dengue Fever","          Conference Paper","Pic, Jean-pierre M., International SOS"
"            2001","          SPE ","          68648-MS ","reservoir","Synergy through Seismic Attributes in Reservoir Management-a Case Study","          Conference Paper","Mitra, Partha P., Oil & Natural Gas Corporation, India"
"            2014","          URTEC ","          1906890-MS ","stimulation","Integrated Interpretation of Seismically Derived Rock and Fracture Attributes for Shale Gas Reservoir Characterization","          Conference Paper","Yu, Gang, BGP Inc., CNPC,P.R. China,"
"            2015","          SEG ","          2015-5840282 ","drilling","Direct Estimation of Petrophysical Properties Based on AVO Inversion","          Conference Paper","Li, Dong, China University of Petroleum, East China"
"            2004","          SPE ","          88964-MS ","reservoir","A Case Study of Permeability Modeling and Reservoir Performance in the Absence of Core Data","          Conference Paper","Ekpoudom, Ofonmbuk, Laser Engineering and Resources Consultants Limited"
"            2014","          ISOPE ","          I-14-160 ","reservoir","Steam Communication of Well Pad System under Steam Assisted Gravity Drainage in a Heterogeneous Oil-sands Reservoir","          Conference Paper","Yoo, Jaehoon, Kangwon National University"
"            2008","          SEG ","          2008-2041 ","geophysics","A Novel Prestack AVO Inversion And Its Application","          Conference Paper","Yin, Xingyao, China University of Petroleum"
"            2016","          IPTC ","          18821-MS ","reservoir","Case Study: Forecast Performance of Potential Zone Using Artificial Intelligence AI in Deltaic Mature Field","          Conference Paper","Respati, Pradhipta Seno, Medco E&P Indonesia"
"            2010","          SEG ","          2010-1312 ","drilling","Seismic Constrained Reservoir Property Prediction - Example From a Middle East Carbonate Field Offshore Abu Dhabi, UAE","          Conference Paper","Zhang, Jie, Zakum Development Company"
"            2010","          SEG ","          2010-1222 ","geophysics","Multiscale Analysis of Geomagnetic Data Using the Continuous Wavelet Transform: A Case Study From Hoggar (Algeria)","          Conference Paper","Ouadfeul, Sid-Ali, Geophysics Department, USTHB University"
"            2011","          SPE ","          149067-MS ","reservoir","Understanding Heavy Oil Fluid Sensitivity for Seismic Reservoir Characterization in Middle East Carbonates","          Conference Paper","Bakhorji, Aiman M., Saudi Aramco"
"            2012","          SEG ","          2012-1072 ","geophysics","Seismic Lithology Discrimination in Complex Fluvial Stratigraphy: Tenerife 3D 3C Survey, Middle Magdalena Valley (Colombia).","          Conference Paper","Agudelo, William, Ecopetrol S.A"
"            2011","          SEG ","          2011-1653 ","geophysics","Automatic Picking of the First Arrival Event Using the Unwrapped-phase of the Fourier Transformed Wavefield","          Conference Paper","Choi, Yunseok, King Abdullah University of Science and Technology"
"            2015","          SEG ","          2015-5716418 ","stimulation","Integrated Interpretation of Seismically Derived Rock and Fracture Attributes for Shale Gas Reservoir Characterization","          Conference Paper","Yu, Gang, BGP"
"            1992","          SEG ","          1992-0461 ","geophysics","Real-time Airborne Electromagnetic Measurement of Sea Ice","          Conference Paper","Holladay, J. Scott, Aerodat Ltd., Canada"
"            2010","          SEG ","          2010-1521 ","reservoir","3D Seismic Attributes Analysis to Outline Channel Facies And Reveal Heterogeneous Reservoir Stratigraphy: Weirman Field, Ness County, Kansas, USA","          Conference Paper","Raef, Abdelmoneam, Geology Department, Kansas State University"
"            2014","          ISRM ","          YSS-2014-071 ","production","Multi-field Coupling Effect of Deep Excavation Under the Stress Path of Unloading","          Conference Paper","Cheng, T., Hubei Polytechnic University"
"            2009","          SPE ","          121171-MS ","reservoir","Comparison of Computational Fluid Dynamics of Erosion in Coiled Tubing on Reel-to-Injector Flow Area","          Conference Paper","Bailey, Michael,"
"            2006","          SEG ","          2006-0299 ","other","Density Anomaly Indicators And Application","          Conference Paper","Li, Yongyi, Paradigm Geophysical, Calgary, Canada"
"            2015","          SEG ","          2015-5922788 ","reservoir","TOC Estimation in the Barnett Shale From Triple Combo Logs Using Support Vector Machine","          Conference Paper","Zhao, Tao, University of Oklahoma"
"            2016","          SEG ","          2016-13855675 ","reservoir","AVO inversion based on Bayesian theory in ray-parameter domain and its application","          Conference Paper","Hou, Dongjia, CNOOC-China National Offshore Oil Corporation Ltd–Tianjin Branch"
"            2014","          SEG ","          2014-1073 ","drilling","An Improved Principal Component Analysis Approach to Noise Removal for Airborne Electromagnetic Data","          Conference Paper","Xie, Bin, Jilin University"
"            2008","          SEG ","          2008-1157 ","other","The Application of DSU1 High Density 3-D In Coal Field Exploration","          Conference Paper","Zhang, Zhenseng, BGP, CNPC"
"            2008","          SEG ","          2008-0953 ","drilling","Stochastic Geocellular Model of Tidal Sands In South Tapti Gas Field Using Field Mapping, Satellite Image, Seismic Mapping And Well-log Data, Western India","          Conference Paper","Chowdhury, Subhadeep, BG-Group"
"            2002","          SEG ","          2002-1758 ","reservoir","Stratigraphic Interpretation Using Post Stack Seismic Inversion: Case Histories From Indian Basins","          Conference Paper","Pramanik, A.G., Oil and Natural Gas Corporation Limited, India."
"            2014","          SEG ","          2014-0665 ","reservoir","Variation of P-Wave Modulus With Frequency and Water Saturation: Extension of Dynamic-Equivalent-Medium-Approach for High Fluctuation Media","          Conference Paper","Jie, Bai, BGP"
"            1998","          SEG ","          1998-0602 ","drilling","Geophysical Challenges & Opportunities of the Deep Water Angolan Offshore","          Conference Paper","Beydoun, Wafik B., Elf Exploration Angola"
"            2010","          SPE ","          140635-MS ","reservoir","Saturation Modelling in a Geological Complex Clastic Reservoir Using Log Derived Saturation Height Function: A Case Study of the E2 Reservoir, Era Eko Field in the Niger Delta","          Conference Paper","Chudi, Obinna, SPDC Nigeria"
"            1999","          SEG ","          1999-2051 ","other","Integration, Quantification And Dynamic Updating - Experiences From the Statfjord 4-D Case","          Conference Paper","Rognoø, Hege, Energy and Geoscience Institute, University of Utah"
"            2014","          SEG ","          2014-0037 ","stimulation","Integrated Interpretation of Seismically Derived Rock and Fracture Attributes for Shale Gas Reservoir Characterization","          Conference Paper","Yu, Gang, BGP Inc."
"            2014","          ISOPE ","          I-14-114 ","reservoir","Global Path Planning of Maritime Unmanned Vehicle Based on Real-time Environment Information","          Conference Paper","Zhu, Man, Wuhan University of Technology"
"            2010","          SPE ","          130629-MS ","reservoir","Comparison of Computational Fluid Dynamics of Erosion in Coiled Tubing on Various Wrap Diameters","          Conference Paper","Bailey, Michael,"
"            2012","          ISRM ","          ARMS7-2012-039 ","drilling","Temperature Effect on Static and Dynamic Properties of Salt Rock Case Study: Gachsaran Evaporitic Formation, Iran","          Conference Paper","Gorjiana, M., The University of Tehran"
